datetime,signal,ticker,family,signals,threshold
2020-05-21 14:07:55,buy,EQM,+AROON+RSI+ADOSC,3,1.0
2020-05-21 14:07:55,buy,EQM,+AROON+CCI+RSI+ADOSC,1,0
2020-05-21 14:07:55,buy,Z,+AROON+CCI,2,1.0
2020-05-21 14:07:55,buy,Z,+MACD,1,7.0
2020-05-21 14:07:55,buy,SFIX,+AROON+CCI,2,1.0
2020-05-21 14:07:55,buy,SFIX,+MACD,1,7.0
2020-05-21 14:07:55,buy,OKE,+CCI+ADOSC,2,2.0
2020-05-21 14:07:55,buy,OKE,+CCI,1,1.0
2020-05-21 14:07:55,buy,OKE,+BOP+CCI+ADOSC,2,21.0
2020-05-21 14:07:55,buy,AIG,+CCI,1,1.0
2020-05-21 14:07:55,buy,AIG,+MACD,1,7.0
2020-05-21 14:07:55,buy,SIX,+CCI,2,1.0
2020-05-21 14:07:55,buy,SIX,+BOP+CCI+MACD,3,38.0
2020-05-21 14:07:55,buy,SIX,+BOP+CCI,1,16.0
2020-05-21 14:07:55,buy,CVET,+AROON+ADOSC,1,2.0
2020-05-21 14:07:55,buy,CVET,+BOP+MACD+ADOSC,3,28.0
2020-05-21 14:07:55,buy,CVET,+AROON+BOP+ADOSC,1,2.0
2020-05-21 14:07:55,buy,PHM,+AROON+BOP+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,CRWD,+AROON+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,CRWD,+BOP+MACD+ADOSC,3,28.0
2020-05-21 14:07:55,buy,FG,+CCI,1,1.0
2020-05-21 14:07:55,buy,FG,+MACD,3,7.0
2020-05-21 14:07:55,buy,ALLY,+MACD+ADOSC,2,8.0
2020-05-21 14:07:55,buy,MTDR,+AROON+CCI+ADOSC,6,1.0
2020-05-21 14:07:55,buy,MTDR,+AROON+ADOSC,2,2.0
2020-05-21 14:07:55,buy,MTDR,+AROON+BOP+CCI+ADOSC,3,1.0
2020-05-21 14:07:55,buy,MTDR,+AROON+BOP+CCI+MACD+ADOSC,1,1.0
2020-05-21 14:07:55,buy,RL,+ADOSC,1,15.0
2020-05-21 14:07:55,buy,BCS,+CCI,1,1.0
2020-05-21 14:07:55,buy,BCS,+MACD,6,7.0
2020-05-21 14:07:55,buy,MBT,+MACD+ADOSC,2,8.0
2020-05-21 14:07:55,buy,MBT,+AROON+BOP+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,APPS,+AROON+CCI+ADOSC,8,1.0
2020-05-21 14:07:55,buy,NTLA,+AROON+BOP+CCI+RSI+ADOSC,3,1.0
2020-05-21 14:07:55,buy,NTLA,+AROON+RSI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,NTLA,+AROON+CCI+RSI+ADOSC,5,0
2020-05-21 14:07:55,buy,AMCR,+CCI+ADOSC,1,2.0
2020-05-21 14:07:55,buy,AMCR,+BOP+CCI+ADOSC,1,21.0
2020-05-21 14:07:55,buy,TV,+AROON+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,TV,+AROON+CCI,1,1.0
2020-05-21 14:07:55,buy,ETRN,+CCI+ADOSC,1,2.0
2020-05-21 14:07:55,buy,ETRN,+AROON+BOP+CCI+RSI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,ETRN,+AROON+CCI+ADOSC,4,1.0
2020-05-21 14:07:55,buy,ETRN,+AROON+BOP+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,ETRN,+AROON+BOP+CCI+MACD+ADOSC,1,1.0
2020-05-21 14:07:55,buy,AJG,+AROON+CCI+ADOSC,5,1.0
2020-05-21 14:07:55,buy,GRMN,+AROON+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,GRMN,+AROON+CCI,1,1.0
2020-05-21 14:07:55,buy,CLDR,+MACD,1,7.0
2020-05-21 14:07:55,buy,CLDR,+AROON+BOP+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,HP,+BOP+CCI+ADOSC,4,21.0
2020-05-21 14:07:55,buy,HP,+BOP+CCI+MACD+ADOSC,1,27.0
2020-05-21 14:07:55,buy,MGNX,nan,4,0
2020-05-21 14:07:55,buy,LYV,+AROON+CCI+ADOSC,4,1.0
2020-05-21 14:07:55,buy,LYV,+AROON+ADOSC,1,2.0
2020-05-21 14:07:55,buy,LYV,+AROON+BOP+CCI+ADOSC,3,1.0
2020-05-21 14:07:55,buy,TRGP,+AROON+CCI+ADOSC,3,1.0
2020-05-21 14:07:55,buy,AMCX,+AROON+CCI,1,1.0
2020-05-21 14:07:55,buy,AMCX,+AROON+BOP+CCI,3,2.0
2020-05-21 14:07:55,buy,CWH,+AROON+BOP+CCI+RSI+ADOSC,4,1.0
2020-05-21 14:07:55,buy,CWH,+AROON+RSI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,CWH,+AROON+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,CWH,+AROON+CCI+RSI+ADOSC,2,0
2020-05-21 14:07:55,buy,CWH,+AROON+CCI+MACD+RSI+ADOSC,1,0
2020-05-21 14:07:55,buy,EDIT,+AROON+CCI+ADOSC,5,1.0
2020-05-21 14:07:55,buy,EDIT,+AROON+CCI+RSI,2,0
2020-05-21 14:07:55,buy,EDIT,+AROON+CCI,6,1.0
2020-05-21 14:07:55,buy,DD,+AROON,1,2.0
2020-05-21 14:07:55,buy,DD,+AROON+BOP+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,DD,+AROON+BOP+CCI,2,2.0
2020-05-21 14:07:55,buy,SSRM,+AROON+CCI+ADOSC,3,1.0
2020-05-21 14:07:55,buy,SSRM,+AROON+ADOSC,7,2.0
2020-05-21 14:07:55,buy,SSRM,+AROON+BOP+ADOSC,1,2.0
2020-05-21 14:07:55,buy,SSRM,+AROON+BOP,1,2.0
2020-05-21 14:07:55,buy,NIU,+AROON+CCI+ADOSC,15,1.0
2020-05-21 14:07:55,buy,WES,+AROON+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,WES,+AROON+CCI,4,1.0
2020-05-21 14:07:55,buy,WES,+AROON+BOP+ADOSC,1,2.0
2020-05-21 14:07:55,buy,MAR,+MACD,1,7.0
2020-05-21 14:07:55,buy,JELD,+ADOSC,1,15.0
2020-05-21 14:07:55,buy,CVS,+AROON+CCI+ADOSC,3,1.0
2020-05-21 14:07:55,buy,CVS,+AROON+CCI,1,1.0
2020-05-21 14:07:55,buy,CVS,+AROON+BOP+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,CHEF,+AROON+BOP+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,PEB,+MACD,3,7.0
2020-05-21 14:07:55,buy,FTCS,+MACD+ADOSC,5,8.0
2020-05-21 14:07:55,buy,RPAY,+AROON+CCI,4,1.0
2020-05-21 14:07:55,buy,RPAY,+AROON,1,2.0
2020-05-21 14:07:55,buy,FSLY,+AROON+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,FSLY,+AROON+BOP+MACD+ADOSC,1,2.0
2020-05-21 14:07:55,buy,FSLY,+BOP+CCI+ADOSC,2,21.0
2020-05-21 14:07:55,buy,FSLY,+AROON+BOP+CCI+ADOSC,3,1.0
2020-05-21 14:07:55,buy,GLW,+MACD,2,7.0
2020-05-21 14:07:55,buy,ARNC,+AROON+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,ARNC,+AROON+CCI+MACD+ADOSC,1,0
2020-05-21 14:07:55,buy,EHC,+AROON,4,2.0
2020-05-21 14:07:55,buy,MAS,+AROON+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,SPWH,+AROON+BOP+CCI+RSI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,SPWH,+AROON+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,SPWH,+AROON+CCI+RSI+ADOSC,1,0
2020-05-21 14:07:55,buy,SPWH,+AROON+CCI+RSI,1,0
2020-05-21 14:07:55,buy,SPWH,+AROON+CCI,1,1.0
2020-05-21 14:07:55,buy,SPWH,+AROON+BOP+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,EAT,+AROON+BOP+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,EAT,+AROON+BOP+CCI,1,2.0
2020-05-21 14:07:55,buy,WWE,+BOP+CCI+MACD+ADOSC,2,27.0
2020-05-21 14:07:55,buy,KRNT,+AROON+BOP+CCI+RSI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,KRNT,+AROON+CCI+RSI,2,0
2020-05-21 14:07:55,buy,KRNT,+AROON+CCI,10,1.0
2020-05-21 14:07:55,buy,KRNT,+AROON,2,2.0
2020-05-21 14:07:55,buy,KRNT,+AROON+BOP+CCI,2,2.0
2020-05-21 14:07:55,buy,MPW,+BOP+MACD+ADOSC,1,28.0
2020-05-21 14:07:55,buy,TEX,+MACD,1,7.0
2020-05-21 14:07:55,buy,LEN,+AROON+CCI+ADOSC,6,1.0
2020-05-21 14:07:55,buy,LEN,+AROON+CCI,6,1.0
2020-05-21 14:07:55,buy,LEN,+AROON+BOP+CCI+ADOSC,3,1.0
2020-05-21 14:07:55,buy,CNQ,+CCI+ADOSC,2,2.0
2020-05-21 14:07:55,buy,CNQ,+MACD+ADOSC,1,8.0
2020-05-21 14:07:55,buy,CNQ,+BOP+CCI+ADOSC,2,21.0
2020-05-21 14:07:55,buy,CNQ,+AROON+BOP+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,TRIL,+CCI+ADOSC,1,2.0
2020-05-21 14:07:55,buy,TRIL,+AROON+CCI+ADOSC,10,1.0
2020-05-21 14:07:55,buy,TRIL,+AROON+BOP+CCI+ADOSC,6,1.0
2020-05-21 14:07:55,buy,YUM,+AROON+CCI,2,1.0
2020-05-21 14:07:55,buy,YUM,+AROON+BOP+CCI,3,2.0
2020-05-21 14:07:55,buy,VET,+AROON+CCI+ADOSC,3,1.0
2020-05-21 14:07:55,buy,VET,+BOP+CCI+MACD+ADOSC,2,27.0
2020-05-21 14:07:55,buy,MEOH,+CCI+ADOSC,7,2.0
2020-05-21 14:07:55,buy,PLAN,+CCI+ADOSC,2,2.0
2020-05-21 14:07:55,buy,PLAN,+MACD+ADOSC,2,8.0
2020-05-21 14:07:55,buy,GLPI,+AROON+CCI,5,1.0
2020-05-21 14:07:55,buy,GLPI,+AROON+BOP+CCI,2,2.0
2020-05-21 14:07:55,buy,ALLO,+AROON+ADOSC,2,2.0
2020-05-21 14:07:55,buy,VIR,+AROON+CCI+ADOSC,8,1.0
2020-05-21 14:07:55,buy,VIR,+AROON+CCI,5,1.0
2020-05-21 14:07:55,buy,VERI,+CCI+ADOSC,2,2.0
2020-05-21 14:07:55,buy,VERI,+AROON+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,SEAS,+AROON+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,SEAS,+BOP+MACD+ADOSC,1,28.0
2020-05-21 14:07:55,buy,TRIP,+AROON+BOP+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,TRIP,+BOP+MACD+ADOSC,1,28.0
2020-05-21 14:07:55,buy,ARCC,+AROON+CCI,1,1.0
2020-05-21 14:07:55,buy,ARCC,+MACD,1,7.0
2020-05-21 14:07:55,buy,ARCC,+AROON+BOP+CCI,1,2.0
2020-05-21 14:07:55,buy,TECK,+AROON+CCI+ADOSC,4,1.0
2020-05-21 14:07:55,buy,TECK,+AROON+BOP+MACD+ADOSC,1,2.0
2020-05-21 14:07:55,buy,TECK,+AROON+BOP+CCI+ADOSC,4,1.0
2020-05-21 14:07:55,buy,WMS,+CCI+ADOSC,3,2.0
2020-05-21 14:07:55,buy,WMS,+AROON+CCI,5,1.0
2020-05-21 14:07:55,buy,WMS,+AROON+BOP+CCI,5,2.0
2020-05-21 14:07:55,buy,ACAD,+AROON+CCI,1,1.0
2020-05-21 14:07:55,buy,SAND,+AROON+CCI+ADOSC,11,1.0
2020-05-21 14:07:55,buy,SAND,+BOP+CCI+ADOSC,5,21.0
2020-05-21 14:07:55,buy,SAND,+AROON+BOP+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,WPM,+AROON+CCI+ADOSC,7,1.0
2020-05-21 14:07:55,buy,WPM,+AROON+CCI+RSI,2,0
2020-05-21 14:07:55,buy,WPM,+AROON+CCI+MACD+ADOSC,1,0
2020-05-21 14:07:55,buy,IGSB,+CCI+ADOSC,1,2.0
2020-05-21 14:07:55,buy,IGSB,+AROON+ADOSC,1,2.0
2020-05-21 14:07:55,buy,IGSB,+BOP+CCI+MACD,2,38.0
2020-05-21 14:07:55,buy,IGSB,+MACD,1,7.0
2020-05-21 14:07:55,buy,IMMU,+AROON+CCI+ADOSC,4,1.0
2020-05-21 14:07:55,buy,IMMU,+AROON+CCI,1,1.0
2020-05-21 14:07:55,buy,IMMU,+AROON+BOP+CCI+MACD+ADOSC,3,1.0
2020-05-21 14:07:55,buy,TOL,+MACD+ADOSC,3,8.0
2020-05-21 14:07:55,buy,APTV,+MACD+ADOSC,1,8.0
2020-05-21 14:07:55,buy,MOMO,+CCI,1,1.0
2020-05-21 14:07:55,buy,MOMO,+MACD,1,7.0
2020-05-21 14:07:55,buy,NUAN,+AROON+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,NUAN,+AROON+BOP+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,USLV,+CCI+ADOSC,6,2.0
2020-05-21 14:07:55,buy,ACWI,+MACD+ADOSC,1,8.0
2020-05-21 14:07:55,buy,ACWI,+ADOSC,1,15.0
2020-05-21 14:07:55,buy,ACWI,+AROON+BOP+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,PRSP,+AROON+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,PRSP,+MACD+ADOSC,1,8.0
2020-05-21 14:07:55,buy,PRSP,+AROON+CCI,4,1.0
2020-05-21 14:07:55,buy,ZEN,+ADOSC,1,15.0
2020-05-21 14:07:55,buy,CHMA,+CCI+ADOSC,12,2.0
2020-05-21 14:07:55,buy,CCJ,+AROON+CCI+ADOSC,6,1.0
2020-05-21 14:07:55,buy,BX,+AROON+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,BX,+AROON+ADOSC,1,2.0
2020-05-21 14:07:55,buy,BX,+AROON+BOP+MACD+ADOSC,1,2.0
2020-05-21 14:07:55,buy,BX,+AROON+CCI,3,1.0
2020-05-21 14:07:55,buy,BX,+AROON+BOP+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,BX,+AROON+BOP+CCI,2,2.0
2020-05-21 14:07:55,buy,DHI,+CCI+ADOSC,2,2.0
2020-05-21 14:07:55,buy,DHI,+BOP+MACD+ADOSC,1,28.0
2020-05-21 14:07:55,buy,CSQ,+CCI+ADOSC,22,2.0
2020-05-21 14:07:55,buy,NLS,+AROON+BOP+CCI+RSI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,NLS,+AROON+CCI+RSI+ADOSC,2,0
2020-05-21 14:07:55,buy,NLS,+AROON+CCI+RSI,2,0
2020-05-21 14:07:55,buy,NLS,+AROON+CCI,12,1.0
2020-05-21 14:07:55,buy,APPN,+AROON+CCI+RSI,2,0
2020-05-21 14:07:55,buy,APPN,+AROON+CCI,2,1.0
2020-05-21 14:07:55,buy,APPN,+AROON,1,2.0
2020-05-21 14:07:55,buy,TMHC,+AROON+CCI,1,1.0
2020-05-21 14:07:55,buy,TMHC,+AROON,1,2.0
2020-05-21 14:07:55,buy,HOLX,+AROON+BOP+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,HOLX,+BOP+MACD+ADOSC,4,28.0
2020-05-21 14:07:55,buy,FNF,+CCI+ADOSC,1,2.0
2020-05-21 14:07:55,buy,NVO,+AROON+CCI+ADOSC,4,1.0
2020-05-21 14:07:55,buy,NVO,+AROON+BOP+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,AVYA,+AROON+BOP+CCI+RSI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,AVYA,+AROON+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,AVYA,+AROON+BOP+CCI+RSI,3,0
2020-05-21 14:07:55,buy,AVYA,+AROON+CCI+RSI,2,0
2020-05-21 14:07:55,buy,AVYA,+AROON+BOP+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,AVYA,+AROON+MACD+ADOSC,1,1.0
2020-05-21 14:07:55,buy,FOXA,+AROON+CCI+ADOSC,4,1.0
2020-05-21 14:07:55,buy,FOXA,nan,1,0
2020-05-21 14:07:55,buy,WOW,+AROON+CCI+RSI+ADOSC,4,0
2020-05-21 14:07:55,buy,PXD,+AROON+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,PXD,+AROON+ADOSC,1,2.0
2020-05-21 14:07:55,buy,PXD,+AROON+BOP+ADOSC,2,2.0
2020-05-21 14:07:55,buy,OHI,+MACD+ADOSC,2,8.0
2020-05-21 14:07:55,buy,OHI,+AROON+BOP+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,SGMO,+AROON+RSI,1,1.0
2020-05-21 14:07:55,buy,SGMO,+AROON+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,SGMO,+AROON+CCI+RSI,3,0
2020-05-21 14:07:55,buy,SGMO,+AROON+CCI,3,1.0
2020-05-21 14:07:55,buy,AXL,+MACD,2,7.0
2020-05-21 14:07:55,buy,AXL,+BOP+MACD,1,38.0
2020-05-21 14:07:55,buy,IFRX,+AROON+CCI+ADOSC,3,1.0
2020-05-21 14:07:55,buy,IFRX,+AROON+CCI,14,1.0
2020-05-21 14:07:55,buy,DISCA,+AROON+BOP+MACD+ADOSC,1,2.0
2020-05-21 14:07:55,buy,DISCA,+MACD,1,7.0
2020-05-21 14:07:55,buy,FLWS,+AROON+BOP+CCI+RSI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,FLWS,+AROON+CCI+RSI+ADOSC,3,0
2020-05-21 14:07:55,buy,RLJ,+MACD+ADOSC,1,8.0
2020-05-21 14:07:55,buy,RLJ,+AROON+BOP+MACD,1,2.0
2020-05-21 14:07:55,buy,RLJ,+AROON+CCI,1,1.0
2020-05-21 14:07:55,buy,SY,+STOCH,1,24.0
2020-05-21 14:07:55,buy,OR,+AROON+CCI,1,1.0
2020-05-21 14:07:55,buy,OR,+AROON+BOP+CCI,1,2.0
2020-05-21 14:07:55,buy,FL,+BOP+CCI+MACD,1,38.0
2020-05-21 14:07:55,buy,FL,+AROON+CCI,4,1.0
2020-05-21 14:07:55,buy,FL,+AROON+BOP+CCI,1,2.0
2020-05-21 14:07:55,buy,FL,+AROON+STOCH+ADOSC,1,3.0
2020-05-21 14:07:55,buy,BEAM,+AROON+CCI,2,1.0
2020-05-21 14:07:55,buy,CROX,+AROON+CCI+ADOSC,3,1.0
2020-05-21 14:07:55,buy,CROX,+AROON+BOP+MACD+ADOSC,1,2.0
2020-05-21 14:07:55,buy,CROX,+AROON+BOP+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,SITE,+MACD+ADOSC,1,8.0
2020-05-21 14:07:55,buy,MGP,+AROON+BOP+CCI+RSI+ADOSC,6,1.0
2020-05-21 14:07:55,buy,MGP,+AROON+CCI+ADOSC,8,1.0
2020-05-21 14:07:55,buy,MGP,+AROON+CCI+RSI+ADOSC,1,0
2020-05-21 14:07:55,buy,RMBL,+MACD,22,7.0
2020-05-21 14:07:55,buy,IOVA,+AROON+BOP+CCI+RSI+ADOSC,3,1.0
2020-05-21 14:07:55,buy,IOVA,+AROON+RSI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,IOVA,+AROON+CCI+ADOSC,6,1.0
2020-05-21 14:07:55,buy,IOVA,+AROON+CCI+RSI+ADOSC,6,0
2020-05-21 14:07:55,buy,IOVA,+AROON+CCI,2,1.0
2020-05-21 14:07:55,buy,PAGP,+AROON+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,PAGP,+AROON+BOP+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,PAGP,+AROON+BOP+CCI+MACD+ADOSC,3,1.0
2020-05-21 14:07:55,buy,CDLX,+CCI+ADOSC,6,2.0
2020-05-21 14:07:55,buy,CDLX,+AROON+ADOSC,2,2.0
2020-05-21 14:07:55,buy,CDLX,+AROON+MACD+ADOSC,1,1.0
2020-05-21 14:07:55,buy,TXRH,+AROON+CCI+ADOSC,5,1.0
2020-05-21 14:07:55,buy,TXRH,+MACD+ADOSC,1,8.0
2020-05-21 14:07:55,buy,TXRH,+AROON+ADOSC,2,2.0
2020-05-21 14:07:55,buy,TXRH,+AROON+BOP+CCI+ADOSC,2,1.0
2020-05-21 14:07:55,buy,ALEC,+AROON+CCI+ADOSC,3,1.0
2020-05-21 14:07:55,buy,DLTR,+AROON+CCI+ADOSC,4,1.0
2020-05-21 14:07:55,buy,DLTR,+AROON+CCI,1,1.0
2020-05-21 14:07:55,buy,SDGR,+AROON+CCI+ADOSC,5,1.0
2020-05-21 14:07:55,buy,ANF,+CCI,1,1.0
2020-05-21 14:07:55,buy,YUMC,+AROON+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,YUMC,+AROON+BOP+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,YUMC,+CCI+MACD+ADOSC,2,1.0
2020-05-21 14:07:55,buy,KOP,+AROON+CCI,1,1.0
2020-05-21 14:07:55,buy,MNST,+BOP+MACD+ADOSC,1,28.0
2020-05-21 14:07:55,buy,GPK,+MACD+ADOSC,1,8.0
2020-05-21 14:07:55,buy,GPK,+ADOSC,1,15.0
2020-05-21 14:07:55,buy,SWCH,+CCI,2,1.0
2020-05-21 14:07:55,buy,SWCH,+AROON+CCI+RSI,2,0
2020-05-21 14:07:55,buy,SWCH,+AROON+CCI,1,1.0
2020-05-21 14:07:55,buy,ALV,+AROON+CCI+ADOSC,6,1.0
2020-05-21 14:07:55,buy,ALV,+CCI,2,1.0
2020-05-21 14:07:55,buy,ALV,+AROON+BOP+CCI+ADOSC,1,1.0
2020-05-21 14:07:55,buy,DOYU,+MACD,1,7.0
2020-05-21 14:07:55,buy,AXTA,+AROON+CCI+ADOSC,4,1.0
2020-05-21 14:07:55,buy,AXTA,+MACD+ADOSC,2,8.0
2020-05-21 14:07:55,buy,AXTA,+BOP+CCI+ADOSC,1,21.0
2020-05-21 14:07:55,buy,ALLK,+MACD,1,7.0
2020-05-21 14:07:55,buy,ONEM,+AROON+CCI+ADOSC,5,1.0
2020-05-21 14:07:55,buy,ONEM,+AROON+ADOSC,2,2.0
2020-05-21 14:07:55,buy,ONEM,+AROON+BOP+CCI+ADOSC,2,1.0
