strategy_id,buy,sell,none,type,MinPct,AvgPct,MaxPct,FalseCount
CCCABBCAACC,0,7762,113518,Sell,0.000541,0.073389,2.547431,NULL
CBCBBBBAABC,747,5708,319270,Sell,0.000000,0.033004,1.806452,NULL
CCCBBBCAACC,0,3979,86147,Sell,0.000368,0.053707,2.547431,NULL
CBCBBBBAABA,522,3826,179358,Sell,0.000000,0.030934,1.583491,NULL
CBCABBCAACC,0,3318,74580,Sell,0.000346,0.054575,2.547431,NULL
CCCBBBBAACC,0,3203,170091,Sell,0.000437,0.049341,2.475610,NULL
CCCBBBBAABC,579,3186,178481,Sell,0.000134,0.044228,2.547431,NULL
CCCBBBBBBCC,0,3077,134170,Sell,0.000361,0.048413,2.547431,NULL
CBCBBBBBBBC,366,2492,162647,Sell,0.000000,0.030961,1.859195,NULL
CBCABBCAABC,93,2422,47293,Sell,0.000000,0.051060,2.253425,NULL
CBCBBBBBBBA,316,2356,135877,Sell,0.000000,0.029711,1.828182,NULL
CBCBBBCAACC,0,2290,70366,Sell,0.000356,0.041235,1.859195,NULL
CBCBBBCAABC,109,2276,60581,Sell,0.000000,0.038658,1.806452,NULL
CBCBBBBAACC,0,2156,186584,Sell,0.000236,0.037072,2.475610,NULL
CCCBBBCBBCC,0,2041,32337,Sell,0.000451,0.056059,2.547431,NULL
CACBBBBBBCA,0,2031,64633,Sell,0.000347,0.046210,2.547431,NULL
CCCBBBBBBBC,333,1908,98692,Sell,0.000091,0.041988,2.475610,NULL
CCCABBCABCC,0,1806,26214,Sell,0.000451,0.072951,2.475610,NULL
CCCABBCAABC,82,1795,39392,Sell,0.000425,0.066925,2.253425,NULL
CACBBBBBBCC,0,1732,64826,Sell,0.000451,0.052123,2.547431,NULL
CACABBCAACC,0,1609,18018,Sell,0.001524,0.072613,2.019897,NULL
CABBBBBBBCA,0,1605,362642,Sell,0.000090,0.046199,2.547431,NULL
CCCABBCBBCC,0,1565,16804,Sell,0.001026,0.070307,1.859195,NULL
CCCBBBCAABC,126,1503,43363,Sell,0.000053,0.050404,1.806452,NULL
CACBBBBABCC,0,1414,71016,Sell,0.000709,0.052348,2.547431,NULL
CACBBBBBBBA,98,1386,49081,Sell,0.000118,0.039204,2.019897,NULL
CABBBBBBBCC,0,1373,295423,Sell,0.000316,0.050573,2.547431,NULL
CBCBBBBBABA,206,1342,84508,Sell,0.000000,0.030745,2.475610,NULL
CBCBBBBBABC,219,1305,82392,Sell,0.000000,0.032893,2.019897,NULL
CBCBBBBBBCC,0,1270,127992,Sell,0.000174,0.036993,2.547431,NULL
CBCBBBCAABA,75,1254,29071,Sell,0.000000,0.036232,1.249490,NULL
CACBBBBAABA,93,1251,38494,Sell,0.000155,0.038287,2.475610,NULL
CBCBBBBBBCA,0,1210,99449,Sell,0.000236,0.036171,1.583491,NULL
CACBBBBAACC,0,1207,41704,Sell,0.000942,0.051010,2.547431,NULL
CCCBBBBBACC,0,1108,64010,Sell,0.000454,0.050495,2.547431,NULL
CBCABBCAABA,47,1103,20016,Sell,0.000000,0.047027,1.249490,NULL
CBCBBBBAACA,0,1086,83364,Sell,0.000181,0.036025,2.475610,NULL
CCCBBBBBBCA,0,1080,51838,Sell,0.000369,0.047408,1.828182,NULL
CBCABBCAACA,0,1032,21706,Sell,0.000090,0.050939,2.475610,NULL
CCCBBBCABCC,0,985,24342,Sell,0.001346,0.054335,2.475610,NULL
CACBBBCAACC,0,951,16503,Sell,0.001212,0.056547,2.475610,NULL
CBCBBBCAACA,0,947,25589,Sell,0.000368,0.040933,1.828182,NULL
CCCBBBBBABC,222,936,62875,Sell,0.000278,0.045612,7.062500,NULL
CCCBCBBBBCC,0,903,30581,Sell,0.000437,0.045570,2.475610,NULL
CACBBBBAACA,0,881,27874,Sell,0.000550,0.045797,2.475610,NULL
CACABBCABCC,0,879,15409,Sell,0.001574,0.081736,2.547431,NULL
CACBBBBAABC,73,872,44886,Sell,0.000094,0.045985,2.547431,NULL
CACBBBCABCC,0,868,20570,Sell,0.001687,0.061645,2.475610,NULL
CCCBBBCBACC,0,761,15176,Sell,0.000470,0.056237,2.547431,NULL
CCCABBCBACC,0,753,9398,Sell,0.001487,0.069590,2.547431,NULL
CCCBBBBABCC,0,736,45380,Sell,0.000237,0.047929,2.475610,NULL
CCBBBBBBBCC,0,709,362556,Sell,0.000236,0.048647,2.547431,NULL
CACABBCAACA,0,702,7635,Sell,0.001752,0.060722,1.147788,NULL
CBCBBBBABBC,263,697,100369,Sell,0.000000,0.032409,1.806452,NULL
CBCABBCABCC,0,670,23325,Sell,0.000541,0.059746,1.516411,NULL
CACBBBBABCA,0,656,28336,Sell,0.000450,0.046966,2.547431,NULL
CBCBBBCBBCC,0,641,19168,Sell,0.000271,0.044660,2.547431,NULL
CACBBBCAACA,0,605,8564,Sell,0.000429,0.049997,2.475610,NULL
CACBBBBBBBC,52,588,38147,Sell,0.000128,0.046606,1.789189,NULL
CCCBBBBBBBA,98,582,36121,Sell,0.000182,0.042972,7.062500,NULL
CACBBBBBABA,60,581,25357,Sell,0.000341,0.039814,2.475610,NULL
CACBBBBBACA,0,576,23027,Sell,0.000361,0.045274,1.828182,NULL
CCCABBCAACA,0,569,10281,Sell,0.001262,0.062978,1.147788,NULL
CBCBBBCBBBC,33,563,13761,Sell,0.000000,0.039534,0.957030,NULL
CCCBBBBAABA,112,548,33020,Sell,0.000187,0.042979,2.475610,NULL
CBCBBBBBACC,0,537,52848,Sell,0.000271,0.037840,1.622575,NULL
CCCBBBCBBBC,47,536,12250,Sell,0.000321,0.050777,1.622575,NULL
CBCBBBBABCC,0,535,89706,Sell,0.000186,0.037086,1.551440,NULL
CCCABBCAAAC,0,531,30330,Sell,0.000451,0.074002,2.547431,NULL
CBCBBBCABCC,0,500,30401,Sell,0.000347,0.043376,1.516411,NULL
CBCBBBCBBCA,0,497,13108,Sell,0.000321,0.042634,2.019897,NULL
CCCBCBBAACC,0,480,19439,Sell,0.000541,0.049068,2.019897,NULL
CBCBBBBBACA,0,478,50886,Sell,0.000090,0.036129,1.147788,NULL
CBCBBBCBBBA,27,471,10984,Sell,0.000000,0.037127,1.551440,NULL
CCCBBBBAACA,0,470,29286,Sell,0.000361,0.047321,2.019897,NULL
CCCBBBCBBCA,0,468,9600,Sell,0.001325,0.055249,2.019897,NULL
CCCBBBBBACA,0,464,28516,Sell,0.000983,0.048045,1.499102,NULL
CCCBBBCAACA,0,461,11209,Sell,0.001040,0.052230,2.475610,NULL
CACBBBCBBCC,0,461,7835,Sell,0.002660,0.063069,2.475610,NULL
CACBBBCBBCA,0,448,6709,Sell,0.000908,0.053162,1.551440,NULL
BBCBBBBBBBA,84,432,28508,Sell,0.000000,0.028242,1.721174,NULL
CACABBCAABC,9,420,7199,Sell,0.000426,0.067161,2.253425,NULL
CBCBBBCABBC,55,414,21216,Sell,0.000000,0.040140,1.721174,NULL
CACABBCAABA,6,408,4570,Sell,0.000415,0.057013,1.178000,NULL
CBCABBCABBC,48,406,13598,Sell,0.000000,0.053352,1.103862,NULL
CCCBBBBABBC,95,405,29768,Sell,0.000181,0.043056,1.860915,NULL
CACBBBCAABA,11,402,6311,Sell,0.000689,0.043681,0.854685,NULL
BBCBBBBBBBC,78,399,31094,Sell,0.000000,0.028595,1.179487,NULL
CBCABBCBBCC,0,384,8080,Sell,0.000460,0.056237,1.188119,NULL
CACBBBBBACC,0,370,16218,Sell,0.000824,0.051340,2.475610,NULL
CBCBCBBBBBA,0,366,13190,Sell,0.000174,0.028894,1.721174,NULL
CCCBCBBBACC,0,365,17288,Sell,0.000374,0.049621,2.475610,NULL
CACBBBBABBC,69,364,43818,Sell,0.000455,0.048392,7.062500,NULL
CCBBBBCBBCC,0,364,23534,Sell,0.001401,0.059158,2.547431,NULL
CACBBBBABBA,77,363,25269,Sell,0.000137,0.039381,1.551440,NULL
CCCBCBBBBBC,2,359,11773,Sell,0.000174,0.039362,1.121044,NULL
CCCBCBCBBCC,0,358,4804,Sell,0.001038,0.053549,2.547431,NULL
CACBBBCAABC,16,355,8918,Sell,0.000689,0.050890,1.188119,NULL
CBCBCBBBBBC,1,353,13083,Sell,0.000083,0.029644,0.939163,NULL
BCCBBBBBBCC,0,342,20396,Sell,0.000271,0.044792,1.721174,NULL
CBCBCBBAABC,0,339,13566,Sell,0.000091,0.031127,1.185955,NULL
CCCABBCBBCA,0,334,4235,Sell,0.001210,0.066509,1.551440,NULL
CBCBBBBABBA,162,330,43704,Sell,0.000000,0.030691,1.090032,NULL
BCCBBBBBBBC,86,328,15353,Sell,0.000091,0.037450,1.529412,NULL
CBCBBBCBACC,0,327,9214,Sell,0.000451,0.042461,1.225000,NULL
CCCBCBBBBCA,0,319,13305,Sell,0.000356,0.045222,2.547431,NULL
BBCBBBBBABC,57,317,23166,Sell,0.000000,0.030439,1.290698,NULL
CCCBBBBBABA,83,315,27050,Sell,0.000348,0.044424,2.019897,NULL
CACBBBCABCA,0,313,6726,Sell,0.002409,0.055038,1.249490,NULL
CABBBBBABCC,0,309,40452,Sell,0.000648,0.048231,1.828182,NULL
CBCBCBBBBCC,0,302,16347,Sell,0.000271,0.035760,1.806452,NULL
CCCABBCBBBC,24,301,5147,Sell,0.000388,0.062163,1.828182,NULL
CBCABBCBBBC,16,298,4996,Sell,0.000181,0.049365,1.551440,NULL
CCBBBBBBBCA,0,297,190449,Sell,0.000090,0.049350,2.547431,NULL
CCCBCBCAACC,0,293,4713,Sell,0.001531,0.060509,1.158672,NULL
BCCBCBBBBCC,0,284,11640,Sell,0.000177,0.039736,1.367180,NULL
CCCBBBCABBC,39,284,10057,Sell,0.000971,0.051264,2.253425,NULL
CBBBBBBAABC,154,282,53360,Sell,0.000000,0.031251,2.547431,NULL
CCCABBCABBC,26,281,7947,Sell,0.000277,0.065748,1.828182,NULL
BBCBBBBBABA,51,272,20531,Sell,0.000000,0.029742,1.721174,NULL
CBCBCBBAABA,0,256,9044,Sell,0.000000,0.029596,0.579832,NULL
CCCBBBCAAAC,0,250,47464,Sell,0.000625,0.055406,2.547431,NULL
CBCBCBBAACC,0,250,14690,Sell,0.000450,0.038302,1.176944,NULL
CACABBCABCA,0,247,4231,Sell,0.001651,0.072073,1.099306,NULL
CCCBBBCAABA,19,245,6464,Sell,0.000825,0.047199,1.551440,NULL
CCBABBCBBCC,0,244,9169,Sell,0.000730,0.073347,1.176944,NULL
CCBABBCABCC,0,244,7547,Sell,0.000730,0.071383,1.609939,NULL
CBCABBCBBCA,0,243,5219,Sell,0.000349,0.053226,0.969466,NULL
CBCBBBCBACA,0,238,7923,Sell,0.000429,0.039071,1.147788,NULL
CBCBBBBABCA,0,237,29954,Sell,0.000236,0.036539,1.346300,NULL
CCBBBBBAABC,166,237,20778,Sell,0.000091,0.038839,1.529412,NULL
CACABBCBBCC,0,236,2942,Sell,0.002387,0.076677,1.789189,NULL
CBCABBCABCA,0,235,6188,Sell,0.001210,0.056622,1.099306,NULL
CCCBBBCBACA,0,235,5464,Sell,0.001031,0.051790,1.583491,NULL
CBCBBBCBABC,15,234,5916,Sell,0.000000,0.038262,1.346300,NULL
CBCBBBCBABA,8,233,5953,Sell,0.000000,0.037166,0.682229,NULL
CBCABBCAAAC,0,230,20602,Sell,0.000464,0.059214,1.609939,NULL
CCCACBCBBCC,0,230,1984,Sell,0.001133,0.062609,1.232059,NULL
CABBABBBBCA,0,228,54224,Sell,0.000406,0.044566,2.547431,NULL
CBCBBBCABBA,28,228,9024,Sell,0.000000,0.037575,1.806452,NULL
CCCABBCAABA,15,227,4705,Sell,0.000463,0.059860,1.103862,NULL
CACBBBBBABC,27,227,15208,Sell,0.000491,0.046725,2.019897,NULL
CBCBCBBBBCA,0,227,15855,Sell,0.000090,0.036016,2.475610,NULL
CCCBCBBAABC,3,219,9694,Sell,0.000180,0.041716,1.806452,NULL
CABBBBBBCCA,0,219,142093,Sell,0.000090,0.050729,2.547431,NULL
CACABBCBBCA,0,218,2507,Sell,0.002102,0.064158,1.721174,NULL
CBBBBBBAABA,112,214,35074,Sell,0.000000,0.028823,1.326087,NULL
CABBBBCBBCC,0,214,11226,Sell,0.001040,0.065141,2.547431,NULL
CCCACBCAACC,0,214,2620,Sell,0.000237,0.077203,1.859195,NULL
BCCBBBBBABC,56,210,12517,Sell,0.000091,0.041499,1.583491,NULL
CCCBBBCBABC,18,209,5794,Sell,0.000451,0.053832,1.789189,NULL
CCCABBCBACA,0,206,3169,Sell,0.000521,0.057458,0.969466,NULL
CACBBBCBACA,0,204,3046,Sell,0.001235,0.048696,0.961484,NULL
CBCBBBCABCA,0,201,9198,Sell,0.000356,0.043375,1.346300,NULL
CBCABBCBACC,0,198,5215,Sell,0.000878,0.051957,1.099306,NULL
CBCABBCBBBA,14,194,3831,Sell,0.000236,0.048210,1.099306,NULL
CBBBBBBBBCA,0,191,482318,Sell,0.000090,0.036722,2.547431,NULL
BBCBCBBBBBA,0,186,7471,Sell,0.000091,0.026126,0.621269,NULL
BCCBCBBBBBC,9,184,5317,Sell,0.000091,0.032359,0.991228,NULL
BCCBBBBBACC,0,179,12997,Sell,0.000237,0.046608,2.475610,NULL
CCCBBBBAAAC,0,177,280912,Sell,0.000249,0.051469,2.547431,NULL
CBCABBCABBA,26,176,5378,Sell,0.000296,0.049475,0.827354,NULL
CABBBBCBBCA,0,174,9338,Sell,0.001040,0.061147,2.475610,NULL
CBCABBCBACA,0,167,4063,Sell,0.000748,0.047161,1.038298,NULL
CCCBCBBBABC,4,164,7057,Sell,0.000294,0.042411,1.358974,NULL
CCCBCBBBACA,0,159,7918,Sell,0.000767,0.048521,2.475610,NULL
CACBBBCBBBA,9,159,3271,Sell,0.000870,0.050267,2.253425,NULL
BACBBBBBBCA,0,158,7491,Sell,0.000347,0.044346,1.346300,NULL
CBCABBCBABC,9,157,2749,Sell,0.000181,0.046366,1.099306,NULL
BBCBCBBBBBC,1,154,6848,Sell,0.000091,0.025456,0.374723,NULL
CCBABBCAACC,0,154,4229,Sell,0.001138,0.066677,1.859195,NULL
CBCBCBCAACC,0,153,2463,Sell,0.001860,0.048098,0.687151,NULL
CBCBBBCAAAC,0,152,36242,Sell,0.000295,0.043975,1.421569,NULL
CBCBCBBBABA,0,152,8002,Sell,0.000271,0.030352,0.668317,NULL
CBCBCBBBABC,0,151,7089,Sell,0.000250,0.031187,0.809259,NULL
CBCBBBBAAAC,0,150,291047,Sell,0.000181,0.040334,2.475610,NULL
CCCBCBCBACC,0,148,2359,Sell,0.002387,0.061548,2.475610,NULL
CBCBCBBAACA,0,147,8040,Sell,0.000554,0.037688,0.969466,NULL
CBBBBBBBBCC,0,146,565720,Sell,0.000166,0.037144,2.547431,NULL
CCCABBCABCA,0,146,2585,Sell,0.001862,0.074598,1.249490,NULL
CBCBCBBBACA,0,145,9791,Sell,0.000624,0.036527,2.475610,NULL
CCCBBBCBBBA,19,144,3685,Sell,0.000978,0.050605,2.253425,NULL
CACBBBCABBC,22,144,7641,Sell,0.000852,0.058572,2.253425,NULL
CACBBBCBACC,0,142,2461,Sell,0.001003,0.058731,1.622575,NULL
CABBBBBBCCC,0,141,103990,Sell,0.000578,0.054405,2.547431,NULL
CACABBCBACA,0,141,1526,Sell,0.001735,0.058685,1.232059,NULL
CCCABBCBABC,14,141,2681,Sell,0.000721,0.063029,1.828182,NULL
CACBCBBBBCA,0,141,4814,Sell,0.000562,0.043972,0.659426,NULL
BBCBBBBBBCA,0,140,20303,Sell,0.000090,0.034386,1.225000,NULL
CBCBCBBBACC,0,140,9275,Sell,0.000361,0.038124,1.121044,NULL
CCBBBBCABCC,0,138,8793,Sell,0.001687,0.051373,1.516411,NULL
CABBABBBBCC,0,136,40080,Sell,0.000451,0.047791,2.547431,NULL
BCCBCBBBACC,0,135,7995,Sell,0.000271,0.043768,1.828182,NULL
BCCBBBBBBCA,0,134,9211,Sell,0.000237,0.046801,1.038298,NULL
CABABBCABCC,0,133,4509,Sell,0.002840,0.083500,1.859195,NULL
CABBBBBABCA,0,132,18621,Sell,0.000604,0.043789,2.475610,NULL
CBCABBCBABA,10,129,2600,Sell,0.000236,0.043729,1.249490,NULL
BACBBBBBBCC,0,127,7233,Sell,0.000271,0.047353,2.547431,NULL
CABBBBCABCC,0,126,6246,Sell,0.001631,0.059874,1.147788,NULL
CCCBBBBBBAC,0,125,141556,Sell,0.000181,0.048488,2.547431,NULL
BBCBBBBBBCC,0,125,24566,Sell,0.000174,0.034880,2.547431,NULL
CCBBBBBAACC,0,123,19742,Sell,0.000578,0.043310,1.622575,NULL
CACABBCBACC,0,122,1340,Sell,0.003564,0.065387,1.609939,NULL
CCCBCBCBBCA,0,119,1602,Sell,0.001235,0.054068,1.721174,NULL
CACABBCABBC,4,117,4577,Sell,0.002212,0.075105,2.253425,NULL
CABBBBBABBA,87,116,18978,Sell,0.000236,0.036726,2.547431,NULL
CCBBBBBABCC,0,115,36888,Sell,0.000452,0.043118,1.828182,NULL
CBBABBCABCC,0,113,11761,Sell,0.000346,0.058818,1.859195,NULL
CBBBBBCBBBC,78,112,17486,Sell,0.000000,0.042450,1.551440,NULL
CACABBCAAAC,0,112,4634,Sell,0.001040,0.076005,1.499102,NULL
CBCBCBCAABC,1,111,2131,Sell,0.000563,0.039300,0.585678,NULL
CACABBCABBA,8,111,2096,Sell,0.001131,0.057871,0.585678,NULL
CABBBBBBABA,22,110,8969,Sell,0.000278,0.038118,1.529412,NULL
CACBBBCABBA,6,109,3869,Sell,0.000320,0.048401,1.225000,NULL
CCCBCBCAABC,1,109,2265,Sell,0.000966,0.051570,1.103862,NULL
BCCBBBBBBBA,20,108,6127,Sell,0.000181,0.039352,1.047619,NULL
BACBBBBBBBA,18,108,5696,Sell,0.000091,0.037276,1.158672,NULL
CCBBBBCBBBC,47,107,9085,Sell,0.000284,0.052869,1.828182,NULL
CACBBBCBBBC,13,107,2794,Sell,0.001861,0.055884,1.828182,NULL
BABBBBBBBCA,1,105,114115,Sell,0.000090,0.045426,2.547431,NULL
CCCBCBBBBBA,0,104,4886,Sell,0.000272,0.038457,1.019608,NULL
CABABBCBBCA,0,104,3040,Sell,0.000349,0.074385,1.171384,NULL
CCCBBBCABCA,0,103,3124,Sell,0.000355,0.051717,1.178000,NULL
CABBBBBABBC,78,102,26822,Sell,0.000181,0.043817,1.721174,NULL
CBCBBBBAAAA,0,101,126804,Sell,0.000249,0.037787,1.806452,NULL
CCCBCBBABCC,0,99,2794,Sell,0.001687,0.044242,1.828182,NULL
CBBABBCAACC,0,97,6107,Sell,0.000730,0.052847,1.099306,NULL
ABCBBBBAABC,56,96,20086,Sell,0.000000,0.034880,1.185955,NULL
CCCBCBCBBBC,0,96,1583,Sell,0.000452,0.048474,1.622575,NULL
BCCBCBBBBCA,0,96,5222,Sell,0.000347,0.039257,0.547319,NULL
CBBBBBCBBCC,0,95,25571,Sell,0.000486,0.047741,2.019897,NULL
CCBBBBCAACC,0,93,3564,Sell,0.000347,0.049115,1.096963,NULL
CABBBBBAABA,12,93,3995,Sell,0.000286,0.038124,1.290698,NULL
CACBCBBBACA,0,93,3622,Sell,0.000983,0.045654,0.807692,NULL
CBCABBCAAAA,0,91,5627,Sell,0.000451,0.050597,1.516411,NULL
CCCBBBBABCA,0,91,6594,Sell,0.001513,0.047142,1.551440,NULL
BCCBCBCBBCC,0,90,843,Sell,0.001087,0.048443,0.850476,NULL
CACBCBBAACC,0,86,2557,Sell,0.002559,0.051495,1.080370,NULL
CACABBCBBBA,7,86,1066,Sell,0.001561,0.057944,2.253425,NULL
CBCBCBCBBCC,0,85,1460,Sell,0.000451,0.046733,0.770833,NULL
BCBBBBBBBCC,2,85,122136,Sell,0.000180,0.045547,2.547431,NULL
CCBBBBCBBCA,0,84,8322,Sell,0.001351,0.059524,1.721174,NULL
BBCBCBBBABA,0,83,3871,Sell,0.000177,0.026542,0.400000,NULL
CBBBBBCABCC,0,83,15800,Sell,0.000347,0.044242,1.859195,NULL
CBBBBBCAABC,11,83,4592,Sell,0.000000,0.037287,1.225000,NULL
BBCBBBBBACC,0,83,15656,Sell,0.000272,0.035496,1.828182,NULL
CACBCBBAACA,0,83,2380,Sell,0.002692,0.047112,1.090032,NULL
CACBCBBBBCC,0,83,2973,Sell,0.001211,0.050882,1.346300,NULL
CCCBCBBAACA,0,83,3950,Sell,0.001771,0.050269,1.179487,NULL
BBCBBBBAABC,24,82,12075,Sell,0.000000,0.034699,1.290698,NULL
CBBBBBCBBBA,63,82,13438,Sell,0.000000,0.040268,0.827354,NULL
BBCBCBBBABC,0,82,4038,Sell,0.000000,0.028077,0.520000,NULL
CABABBCBBCC,0,81,3778,Sell,0.003088,0.081839,1.176944,NULL
CCCACBCBACC,0,81,952,Sell,0.002980,0.071290,1.859195,NULL
CACBBBCBABA,1,80,1566,Sell,0.000331,0.046826,0.961484,NULL
CBCBBBCAAAA,0,80,12462,Sell,0.000521,0.042014,1.084317,NULL
CACBCBBBBBA,0,80,2598,Sell,0.000236,0.037072,0.600710,NULL
CABBBBCBBBA,15,80,4612,Sell,0.000297,0.050839,0.660819,NULL
CBBBBBCBBCA,0,79,17148,Sell,0.000356,0.046422,1.249490,NULL
ABCBBBBBBBC,36,76,11984,Sell,0.000000,0.031827,1.086572,NULL
CCCBBBCBBAC,0,76,7615,Sell,0.000353,0.056177,1.859195,NULL
CACBBBBBBAA,0,76,59614,Sell,0.000181,0.046549,2.475610,NULL
BACBBBBBABA,11,75,3896,Sell,0.000118,0.036733,0.980392,NULL
BCCACBCBBCC,0,74,446,Sell,0.000346,0.060972,0.533552,NULL
CBCBCBCAACA,0,74,1183,Sell,0.003076,0.045365,0.447368,NULL
CCCACBCAABC,1,73,1324,Sell,0.000992,0.060637,0.612245,NULL
